record_id,database_source,title,original_pdf_collected,original_pdf_match_type,original_pdf_index,original_pdf_pmid,original_pdf_title,pdf_available_for_full_text_review,next_step,authors,year,journal,doi,pmid,duplicate_group_id,source_file,screening_decision,exclusion_reason,notes,ai_title_decision,ai_exclusion_reason,ai_confidence,ai_flags,ai_analysis_tier_hint,reevaluated_title_decision,reevaluated_title_reason,reevaluated_confidence,normalized_title
DUP_00462,Embase,Brain mechanisms underlying the placebo effect in neurological disorders,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2007,Functional Neurology,,,DUP_00462,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term; sham_placebo_control_term,,exclude,carried over from first title screen,high,brain mechanisms underlying the placebo effect in neurological disorders
DUP_00536,Embase; PubMed,"Characterization of the ""deqi"" response in acupuncture",yes,pmid_match,12,17973984,"Characterization of the ""deqi"" response in acupuncture",yes,full_text_review_existing_pdf,"Hui KK, Nixon EE, Vangel MG, Liu J, Marina O, Napadow V, Hodge SM, Rosen BR, Makris N, Kennedy DN.",2007,BMC Complement Altern Med,10.1186/1472-6882-7-33,17973984,DUP_00536,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; mechanism_deqi_pain_term,,exclude,carried over from first title screen,medium,characterization of the deqi response in acupuncture
DUP_00603,Embase; PubMed,Correlated change in upper limb function and motor cortex activation after verum and sham acupuncture in patients with chronic stroke,yes,pmid_match,11,17604556,Correlated change in upper limb function and motor cortex activation after verum and sham acupuncture in patients with chronic stroke,yes,full_text_review_existing_pdf,"Schaechter JD, Connell BD, Stason WB, Kaptchuk TJ, Krebs DE, Macklin EA, Schnyer RN, Stein J, Scarborough DM, Parker SW, McGibbon CA, Wayne PM.",2007,J Altern Complement Med,10.1089/acm.2007.6316,17604556,DUP_00603,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; sham_placebo_control_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,correlated change in upper limb function and motor cortex activation after verum and sham acupuncture in patients with chronic stroke
DUP_00709,PubMed,Do the neural correlates of acupuncture and placebo effects differ?,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Dhond RP, Kettner N, Napadow V.",2007,Pain,10.1016/j.pain.2007.01.001,17267130,DUP_00709,PUBMED_0518.csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; sham_placebo_control_term; mechanism_deqi_pain_term,,exclude,carried over from first title screen,medium,do the neural correlates of acupuncture and placebo effects differ
DUP_00992,Embase; PubMed,Expertise modulates the perception of pain in others,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Cheng Y, Lin CP, Liu HL, Hsu YY, Lim KE, Hung D, Decety J.",2007,Curr Biol,10.1016/j.cub.2007.09.020,17900903,DUP_00992,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,mechanism_deqi_pain_term,,exclude,carried over from first title screen,high,expertise modulates the perception of pain in others
DUP_00995,Embase; PubMed,Exploratory analysis of functional connectivity network in acupuncture study by a graph theory mode,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Bai L, Tian J, Qin W, Pan X, Yang L, Chen P, Chen H, Dai J, Ai L, Zhao B.",2007,Annu Int Conf IEEE Eng Med Biol Soc,10.1109/IEMBS.2007.4352716,18002382,DUP_00995,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; strong_fMRI_neuroimaging_term; animal_flag,,exclude,carried over from first title screen,high,exploratory analysis of functional connectivity network in acupuncture study by a graph theory mode
DUP_01024,Embase; PubMed,fMRI review on brain responses to acupuncture: the limitations and possibilities in traditional Korean acupuncture,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Chae Y, Park HJ, Hahm DH, Hong M, Ha E, Park HK, Lee H.",2007,Neurol Res,10.1179/016164107X172284,17359640,DUP_01024,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; strong_fMRI_neuroimaging_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,fmri review on brain responses to acupuncture the limitations and possibilities in traditional korean acupuncture
DUP_01069,Embase; PubMed,Functional MR imaging of the spinal cord in cervical spinal cord injury patients by acupuncture at LI 4 (Hegu) and LI 11(Quchi),no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Chen YX, Kong KM, Wang WD, Xie CH, Wu RH.",2007,Annu Int Conf IEEE Eng Med Biol Soc,10.1109/IEMBS.2007.4353058,18002724,DUP_01069,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,functional mr imaging of the spinal cord in cervical spinal cord injury patients by acupuncture at li 4 hegu and li 11 quchi
DUP_01101,Embase,"Healthy Subject Studies to Assess the Effect of Different Electroacupuncture Parameters on Analgesia, Peripheral Sensory Thresholds and Central Pain Processing.",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2007,clinicaltrials.gov,,,DUP_01101,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; mechanism_deqi_pain_term,,exclude,carried over from first title screen,medium,healthy subject studies to assess the effect of different electroacupuncture parameters on analgesia peripheral sensory thresholds and central pain processing
DUP_01122,Embase; PubMed,Hypothalamus and amygdala response to acupuncture stimuli in Carpal Tunnel Syndrome,yes,pmid_match,10,17240066,Hypothalamus and amygdala response to acupuncture stimuli in Carpal Tunnel Syndrome,yes,full_text_review_existing_pdf,"Napadow V, Kettner N, Liu J, Li M, Kwong KK, Vangel M, Makris N, Audette J, Hui KKS.",2007,Pain,10.1016/j.pain.2006.12.003,17240066,DUP_01122,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; mechanism_deqi_pain_term,needs abstract to determine neuroimaging eligibility,exclude,"after reevaluation, no clear functional neuroimaging signal in title",medium,hypothalamus and amygdala response to acupuncture stimuli in carpal tunnel syndrome
DUP_01144,Embase; PubMed,Improved temporal clustering analysis method applied to whole-brain data in acupuncture fMRI study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Lu N, Shan BC, Xu JY, Wang W, Li KC.",2007,Magn Reson Imaging,10.1016/j.mri.2007.02.010,17451902,DUP_01144,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; coordinate_result_term,possible coordinate-based meta-analysis candidate,include,carried over from first title screen,high,improved temporal clustering analysis method applied to whole brain data in acupuncture fmri study
DUP_01245,Embase,Massage therapy for cancer patients: A reciprocal relationship between body and mind,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2007,Current Oncology,,,DUP_01245,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,massage therapy for cancer patients a reciprocal relationship between body and mind
DUP_01306,Embase,"MRI cerebral function imaging following acupuncture at Hegu, Zusanli, Neiguan and Sanyinjiao points",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2007,Journal of Clinical Rehabilitative Tissue Engineering Research,,,DUP_01306,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,mri cerebral function imaging following acupuncture at hegu zusanli neiguan and sanyinjiao points
DUP_01327,PubMed,Needling sensation: explanation of incongruent conclusion drawn from acupuncture FMRI study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Ho TJ, Duann JR, Shen WC, Lin JG.",2007,J Altern Complement Med,10.1089/acm.2006.6217,17309370,DUP_01327,PUBMED_0518.csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,needling sensation explanation of incongruent conclusion drawn from acupuncture fmri study
DUP_01328,Embase,Needling sensation: Explanation of incongruent conclusion drawn from acupuncture fMRI study [1],no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2007,Journal of Alternative and Complementary Medicine,,,DUP_01328,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,needling sensation explanation of incongruent conclusion drawn from acupuncture fmri study 1
DUP_01331,Embase; PubMed,Neural activities in human somatosensory cortical areas evoked by acupuncture stimulation,yes,pmid_match,14,18054726,Neural activities in human somatosensory cortical areas evoked by acupuncture stimulation,yes,full_text_review_existing_pdf,"Yoo SS, Kerr CE, Park M, Im DM, Blinder RA, Park H, Kaptchuk TJ.",2007,Complement Ther Med,10.1016/j.ctim.2007.01.010,18054726,DUP_01331,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,neural activities in human somatosensory cortical areas evoked by acupuncture stimulation
DUP_01338,Embase; PubMed,Neural correlates of covert orienting of visual spatial attention along vertical and horizontal dimensions,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Mao L, Zhou B, Zhou W, Han S.",2007,Brain Res,10.1016/j.brainres.2006.12.031,17239829,DUP_01338,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term,,exclude,carried over from first title screen,high,neural correlates of covert orienting of visual spatial attention along vertical and horizontal dimensions
DUP_01372,Embase; PubMed,Neuroimaging acupuncture effects in the human brain,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Dhond RP, Kettner N, Napadow V.",2007,J Altern Complement Med,10.1089/acm.2007.7040,17718643,DUP_01372,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,neuroimaging acupuncture effects in the human brain
DUP_01403,Embase; PubMed,Neuronal specificity of needling acupoints at same meridian: a control functional magnetic resonance imaging study with electroacupuncture,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Zhang JH, Cao XD, Lie J, Tang WJ, Liu HQ, Fenga XY.",2007,Acupunct Electrother Res,,18494380,DUP_01403,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,neuronal specificity of needling acupoints at same meridian a control functional magnetic resonance imaging study with electroacupuncture
DUP_01487,Embase; PubMed,Position selectivity in scene- and object-responsive occipitotemporal regions,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"MacEvoy SP, Epstein RA.",2007,J Neurophysiol,10.1152/jn.00438.2007,17652421,DUP_01487,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,position selectivity in scene and object responsive occipitotemporal regions
DUP_01541,Embase,"Readers' and author's responses to ""Whatever happened to plausibility as the basis for clinical research and practice after EBM and CAM rushed in?"" [3]",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2007,MedGenMed Medscape General Medicine,,,DUP_01541,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,readers and author s responses to whatever happened to plausibility as the basis for clinical research and practice after ebm and cam rushed in 3
DUP_01565,Embase,Reply from author [4],no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2007,MedGenMed Medscape General Medicine,,,DUP_01565,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,reply from author 4
DUP_01572,Embase,Research on therapeutic massage for cancer patients: Potential biologic mechanisms,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2007,Journal of the Society for Integrative Oncology,,,DUP_01572,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,animal_flag,,exclude,carried over from first title screen,high,research on therapeutic massage for cancer patients potential biologic mechanisms
DUP_01597,Embase; PubMed,Retinotopic effects during spatial audio-visual integration,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Meienbrock A, Naumer MJ, Doehrmann O, Singer W, Muckli L.",2007,Neuropsychologia,10.1016/j.neuropsychologia.2006.05.018,16797610,DUP_01597,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,animal_flag,,exclude,carried over from first title screen,high,retinotopic effects during spatial audio visual integration
DUP_01639,Embase; PubMed,Sham acupuncture devices--practical advice for researchers,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"McManus CA, Schnyer RN, Kong J, Nguyen LT, Hyun Nam B, Goldman R, Stason WB, Kaptchuk TJ.",2007,Acupunct Med,10.1136/aim.25.1-2.36,17641566,DUP_01639,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; sham_placebo_control_term,,exclude,carried over from first title screen,medium,sham acupuncture devices practical advice for researchers
DUP_01643,Embase; PubMed,Should we recruit patients or healthy volunteers for acupuncture studies of chronic pain?,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"White P, Lewith G, Prescott P.",2007,Clin J Pain,10.1097/AJP.0b013e31814da3d2,17885351,DUP_01643,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; mechanism_deqi_pain_term,,exclude,carried over from first title screen,medium,should we recruit patients or healthy volunteers for acupuncture studies of chronic pain
DUP_01647,Embase; PubMed,Somatosensory cortical plasticity in carpal tunnel syndrome treated by acupuncture,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Napadow V, Liu J, Li M, Kettner N, Ryan A, Kwong KK, Hui KK, Audette JF.",2007,Hum Brain Mapp,10.1002/hbm.20261,16761270,DUP_01647,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,somatosensory cortical plasticity in carpal tunnel syndrome treated by acupuncture
DUP_01654,Embase; PubMed,Spatial resolution of EEG cortical source imaging revealed by localization of retinotopic organization in human primary visual cortex,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Im CH, Gururajan A, Zhang N, Chen W, He B.",2007,J Neurosci Methods,10.1016/j.jneumeth.2006.10.008,17098289,DUP_01654,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term; coordinate_result_term; non_fMRI_modality_flag,,exclude,carried over from first title screen,high,spatial resolution of eeg cortical source imaging revealed by localization of retinotopic organization in human primary visual cortex
DUP_01695,Embase; PubMed,Study on the regulatory effect of electro-acupuncture on hegu point (LI4) in cerebral response with functional magnetic resonance imaging,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Wang W, Liu L, Zhi X, Huang JB, Liu DX, Wang H, Kong XQ, Xu HB.",2007,Chin J Integr Med,10.1007/s11655-007-0010-3,17578311,DUP_01695,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,study on the regulatory effect of electro acupuncture on hegu point li4 in cerebral response with functional magnetic resonance imaging
DUP_01718,Embase; PubMed,Test-retest study of fMRI signal change evoked by electroacupuncture stimulation,yes,pmid_match,9,17157035,Test-retest study of fMRI signal change evoked by electroacupuncture stimulation,yes,full_text_review_existing_pdf,"Kong J, Gollub RL, Webb JM, Kong JT, Vangel MG, Kwong K.",2007,Neuroimage,10.1016/j.neuroimage.2006.10.019,17157035,DUP_01718,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,test retest study of fmri signal change evoked by electroacupuncture stimulation
DUP_01850,Embase; PubMed,The psyche and the gut,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Enck P, Martens U, Klosterhalfen S.",2007,World J Gastroenterol,10.3748/wjg.v13.i25.3405,17659685,DUP_01850,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,the psyche and the gut
DUP_01896,Embase,Tinnitus,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2007,B-ENT,,,DUP_01896,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,tinnitus
DUP_01920,Embase,"Treatment of ischemic apoplexy based on the theory of ""lingering illness affecting collaterals""",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2007,Journal of Traditional Chinese Medicine,,,DUP_01920,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,treatment of ischemic apoplexy based on the theory of lingering illness affecting collaterals
DUP_01923,Embase,Trigeminal neuralgia,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2007,Current Pain and Headache Reports,,,DUP_01923,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,mechanism_deqi_pain_term,,exclude,carried over from first title screen,high,trigeminal neuralgia
DUP_00845,Embase; PubMed,[Effects of acupuncture on the cortical functional areas activated by index finger motion in the patient with ischemic stroke],no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"He YZ, Wang LN, Huang L, Wang XH, Liu SR, Fu YG, Bing H, Li JM, Hu J.",2006,Zhongguo Zhen Jiu,,16739854,DUP_00845,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,effects of acupuncture on the cortical functional areas activated by index finger motion in the patient with ischemic stroke
DUP_01430,Embase; PubMed,[Observation on activating effectiveness of acupuncture at acupoints and non-acupoints on different brain regions],no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Hu KM, Wang CP, Xie HJ, Henning J.",2006,Zhongguo Zhen Jiu,,16570446,DUP_01430,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; sham_placebo_control_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,observation on activating effectiveness of acupuncture at acupoints and non acupoints on different brain regions
DUP_01685,Embase; PubMed,[Study on brain response to acupuncture by functional magnetic resonance imaging--observation on 14 healthy subjects],no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Fang SH, Zhang SZ, Liu H.",2006,Zhongguo Zhong Xi Yi Jie He Za Zhi,,17186721,DUP_01685,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,study on brain response to acupuncture by functional magnetic resonance imaging observation on 14 healthy subjects
DUP_00093,Embase,Acupuncture,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Medical Letter on Drugs and Therapeutics,,,DUP_00093,records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,acupuncture
DUP_00154,Embase; PubMed,Acupuncture for nausea and vomiting: an update of clinical and experimental studies,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Streitberger K, Ezzo J, Schneider A.",2006,Auton Neurosci,10.1016/j.autneu.2006.07.015,16950659,DUP_00154,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,acupuncture for nausea and vomiting an update of clinical and experimental studies
DUP_00315,Embase; PubMed,An fMRI study of somatosensory-implicated acupuncture points in stable somatosensory stroke patients,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Li G, Jack CR Jr, Yang ES.",2006,J Magn Reson Imaging,10.1002/jmri.20702,16969787,DUP_00315,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,an fmri study of somatosensory implicated acupuncture points in stable somatosensory stroke patients
DUP_00393,Embase,Believe in your placebo,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Journal of Neuroscience,,,DUP_00393,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,sham_placebo_control_term,,exclude,carried over from first title screen,high,believe in your placebo
DUP_00397,Embase; PubMed,Beyond paradigm: making transcultural connections in a scientific translation of acupuncture,no,no_match,,,,no,do_not_retrieve_unless_spot_check,Kim J.,2006,Soc Sci Med,10.1016/j.socscimed.2005.11.053,16413093,DUP_00397,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,beyond paradigm making transcultural connections in a scientific translation of acupuncture
DUP_00410,Embase,"Bioengineering assessment of acupuncture, Part 1: Thermography",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Critical Reviews in Biomedical Engineering,,,DUP_00410,records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,bioengineering assessment of acupuncture part 1 thermography
DUP_00411,Embase; PubMed,"Bioengineering assessment of acupuncture, part 4: functional magnetic resonance imaging",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,Litscher G.,2006,Crit Rev Biomed Eng,10.1615/critrevbiomedeng.v34.i4.30,17206918,DUP_00411,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,bioengineering assessment of acupuncture part 4 functional magnetic resonance imaging
DUP_00430,Embase; PubMed,Brain activity associated with expectancy-enhanced placebo analgesia as measured by functional magnetic resonance imaging,yes,pmid_match,8,16407533,Brain activity associated with expectancy-enhanced placebo analgesia as measured by functional magnetic resonance imaging,yes,full_text_review_existing_pdf,"Kong J, Gollub RL, Rosman IS, Webb JM, Vangel MG, Kirsch I, Kaptchuk TJ.",2006,J Neurosci,10.1523/JNEUROSCI.3556-05.2006,16407533,DUP_00430,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term; sham_placebo_control_term; mechanism_deqi_pain_term,,exclude,carried over from first title screen,high,brain activity associated with expectancy enhanced placebo analgesia as measured by functional magnetic resonance imaging
DUP_00480,Embase,"Breaking down the barriers: fMRI applications in pain, analgesia and analgesics",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Molecular Pain,,,DUP_00480,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term,,exclude,carried over from first title screen,high,breaking down the barriers fmri applications in pain analgesia and analgesics
DUP_00524,Embase; PubMed,Changes in FMRI in the human brain related to different durations of manual acupuncture needling,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Li K, Shan B, Xu J, Liu H, Wang W, Zhi L, Li K, Yan B, Tang X.",2006,J Altern Complement Med,10.1089/acm.2006.12.615,16970531,DUP_00524,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; strong_fMRI_neuroimaging_term; animal_flag,,exclude,carried over from first title screen,high,changes in fmri in the human brain related to different durations of manual acupuncture needling
DUP_00547,Embase,Clinical application of functional magnetic resonance imaging in China,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Chinese Medical Journal,,,DUP_00547,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term,,exclude,carried over from first title screen,high,clinical application of functional magnetic resonance imaging in china
DUP_00595,Embase,Controversies in acupuncture research: Selection of controls and outcome measures in acupuncture clinical trials,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Journal of Alternative and Complementary Medicine,,,DUP_00595,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; sham_placebo_control_term,,exclude,carried over from first title screen,medium,controversies in acupuncture research selection of controls and outcome measures in acupuncture clinical trials
DUP_00632,Embase; PubMed,Could neuroimaging help us to interpret the clinical effects of acupuncture?,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"White P, Lewith G.",2006,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz,10.1007/s00103-006-0004-x,16897150,DUP_00632,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,could neuroimaging help us to interpret the clinical effects of acupuncture
DUP_00662,Embase,Deqi,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Journal of Chinese Medicine,,,DUP_00662,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,mechanism_deqi_pain_term,,exclude,carried over from first title screen,high,deqi
DUP_00667,Embase,Developing a research strategy for acupuncture,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Clinical Journal of Pain,,,DUP_00667,records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; mechanism_deqi_pain_term; animal_flag,,exclude,carried over from first title screen,high,developing a research strategy for acupuncture
DUP_00682,Embase,Different cerebellar responding to acupuncture at Liv3 and LI4: An fMRI study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2006,Chinese Journal of Medical Imaging Technology,,,DUP_00682,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,different cerebellar responding to acupuncture at liv3 and li4 an fmri study
DUP_00788,Embase,Effect of acupuncturing at true and sham points on the activation of various cerebral areas assessed with functional nuclear magnetic resonance,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Chinese Journal of Clinical Rehabilitation,,,DUP_00788,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term; sham_placebo_control_term,,exclude,carried over from first title screen,high,effect of acupuncturing at true and sham points on the activation of various cerebral areas assessed with functional nuclear magnetic resonance
DUP_00954,Embase,Electrophysical measurement: Decoderdermography,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2006,Biologische Medizin,,,DUP_00954,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,electrophysical measurement decoderdermography
