pmid,contrast_id,contrast_label,contrast_type,contrast_category,method_category,arm_1,arm_2,analysis_method,analysis_scope,direction,n_subjects,disease_condition,title
37584456,nc_007,Robustness of predictive features: six classification models,robustness test across alternative machine learning classification algorithms,correlation_clinical,multivariate,arm_training_test,not_applicable,"Six classification models using 39 identified predictive features: decision tree, linear discrimination, logistic regression, k-nearest neighbor, gaussian SVM, bagged tree; 10-fold CV",multivariate,not_applicable,147,Functional dyspepsia (FD),Clinical-functional brain connectivity signature predicts longitudinal symptom improvement after acupuncture treatment in patients with functional dyspepsia
37584456,nc_008,Robustness of predictive features: five regression models,robustness test across alternative machine learning regression algorithms,correlation_clinical,multivariate,arm_training_test,not_applicable,"Five regression models using 39 identified predictive features: linear regression, decision tree, Gaussian SVM, bagged tree, Gaussian process regression; 10-fold CV",multivariate,not_applicable,147,Functional dyspepsia (FD),Clinical-functional brain connectivity signature predicts longitudinal symptom improvement after acupuncture treatment in patients with functional dyspepsia
37721727,contrast_01,Individuals with IA versus HCs at baseline — average FC strength within FPN,between-group comparison at baseline,group_comparison,network_ica,arm_IA,arm_HC,independent t test on average FC strength,network,significantly higher in individuals with IA than in HCs,57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_02,Individuals with IA versus HCs at baseline — average FC strength within SN,between-group comparison at baseline,group_comparison,network_ica,arm_IA,arm_HC,independent t test on average FC strength,network,slightly heightened in IA vs HCs (not statistically significant),57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_03,Individuals with IA versus HCs at baseline — average FC strength between SN and FPN,between-group comparison at baseline,group_comparison,network_ica,arm_IA,arm_HC,independent t test on average FC strength,network,slightly heightened in IA vs HCs (not statistically significant),57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_04,Individuals with IA versus HCs at baseline — specific FC within SN (NBS-corrected),"between-group comparison at baseline, specific edges within SN",group_comparison,network_ica,arm_IA,arm_HC,independent t test with NBS correction,network,significantly heightened in IA group,57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_05,Individuals with IA versus HCs at baseline — specific FC within FPN (NBS-corrected),"between-group comparison at baseline, specific edges within FPN",group_comparison,network_ica,arm_IA,arm_HC,independent t test with NBS correction,network,significantly heightened in IA group,57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_06,Individuals with IA versus HCs at baseline — specific FC between SN and FPN (NBS-corrected),"between-group comparison at baseline, specific edges between SN and FPN",group_comparison,network_ica,arm_IA,arm_HC,independent t test with NBS correction,network,significantly heightened in IA group,57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_07,IA post-treatment versus pre-treatment — average FC strength between SN and FPN,within-group pre-post comparison after acupuncture,verum_post_gt_pre,network_ica,arm_IA,not_applicable,paired t test on average FC strength,network,significantly decreased after acupuncture,57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_08,IA post-treatment versus pre-treatment — average FC strength within FPN,within-group pre-post comparison after acupuncture,verum_post_gt_pre,network_ica,arm_IA,not_applicable,paired t test on average FC strength,network,slightly reduced after treatment (not statistically significant),57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_09,IA post-treatment versus pre-treatment — average FC strength within SN,within-group pre-post comparison after acupuncture,verum_post_gt_pre,network_ica,arm_IA,not_applicable,paired t test on average FC strength,network,no significant change (p = 0.550),57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_10,IA post-treatment versus pre-treatment — decreased specific FC within FPN (NBS-corrected),"within-group pre-post comparison after acupuncture, specific edges within FPN",verum_post_gt_pre,network_ica,arm_IA,not_applicable,paired t test with NBS correction,network,significantly decreased after acupuncture,57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_11,IA post-treatment versus pre-treatment — decreased specific FC between SN and FPN (NBS-corrected),"within-group pre-post comparison after acupuncture, specific edges between SN and FPN",verum_post_gt_pre,network_ica,arm_IA,not_applicable,paired t test with NBS correction,network,significantly decreased after acupuncture,57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37721727,contrast_12,Multiple linear regression — FC changes predicting IAT improvement after acupuncture,"multiple linear regression: FC changes as explanatory variables, IAT improvement as target variable",correlation_clinical,correlation_brain_behavior,arm_IA,not_applicable,multiple linear regression with forward stepwise selection (alpha level of 0.1 for entry and 0.2 for removal),ROI,decreases in FC predicted IAT improvement,57,Internet addiction (IA),Acupuncture modulates the functional connectivity among the subcortical nucleus and fronto-parietal network in adolescents with internet addiction
37804240,con_SA_stimulation_effect,Stimulation effect of SA — contrast between the combined high + low doses vs. control,(high-dose SA + low-dose SA) vs. control SA,other,whole_brain_activation,arm_SA,not_applicable,General linear model (GLM); one-sample t-test on contrast images from first-level analysis,whole_brain,activation (positive),24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_SA_dose_effect,Dose effect of SA — contrast between high-dose vs. low-dose,high-dose SA vs. low-dose SA,other,whole_brain_activation,arm_SA,not_applicable,General linear model (GLM); one-sample t-test on contrast images from first-level analysis,whole_brain,activation (positive),24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_VA_stimulation_effect,Stimulation effect of VA — contrast between the combined high + low doses vs. control,(high-dose VA + low-dose VA) vs. control VA,other,whole_brain_activation,arm_VA,not_applicable,General linear model (GLM); one-sample t-test on contrast images from first-level analysis,whole_brain,activation (positive),24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_VA_dose_effect,Dose effect of VA — contrast between high-dose vs. low-dose,high-dose VA vs. low-dose VA,other,whole_brain_activation,arm_VA,not_applicable,General linear model (GLM); one-sample t-test on contrast images from first-level analysis,whole_brain,activation (positive),24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_SA_vs_VA_stimulation,Comparison between SA and VA — stimulation effect,SA stimulation effect > VA stimulation effect,verum_gt_sham,whole_brain_activation,arm_SA,arm_VA,Contrast between SA and VA for stimulation effect,whole_brain,SA > VA (activation) and SA < VA (deactivation),24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_SA_vs_VA_dose,Comparison between SA and VA — dose effect,SA dose effect > VA dose effect,verum_gt_sham,whole_brain_activation,arm_SA,arm_VA,Contrast between SA and VA for dose effect,whole_brain,SA > VA (activation) and deactivation regions noted,24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_MVPA_SA_dose_wholebrain,MVPA classification of three different doses of SA — whole brain,classification: high-dose SA vs. low-dose SA vs. control SA,other,multivariate,arm_SA,not_applicable,"Multivariate pattern analysis (MVPA); linear support vector classifier (SVC); 5-fold stratified cross-validation; nonparametric random permutation test (n = 1,000); FDR correction",whole_brain,not_applicable,24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_MVPA_VA_dose_wholebrain,MVPA classification of three different doses of VA — whole brain,classification: high-dose VA vs. low-dose VA vs. control VA,other,multivariate,arm_VA,not_applicable,"Multivariate pattern analysis (MVPA); linear support vector classifier (SVC); 5-fold stratified cross-validation; nonparametric random permutation test (n = 1,000); FDR correction",whole_brain,not_applicable,24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_MVPA_SA_vs_VA_accuracy,SA vs VA MVPA classification accuracy comparison,SA classification accuracy > VA classification accuracy for dose discrimination,verum_gt_sham,multivariate,arm_SA,arm_VA,comparison of MVPA classification accuracies between SA and VA,whole_brain,SA > VA,24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_MVPA_SA_searchlight,MVPA searchlight analysis — dose discrimination for SA,searchlight classification of three SA dose levels,other,multivariate,arm_SA,not_applicable,spherical multivariate searchlight analysis (radius = 5 mm) with linear SVC; uncorrected voxel-wise threshold P < 0.001 corrected using Monte Carlo simulation at P < 0.01,whole_brain,above-chance classification,24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37804240,con_MVPA_VA_searchlight,MVPA searchlight analysis — dose discrimination for VA,searchlight classification of three VA dose levels,other,multivariate,arm_VA,not_applicable,spherical multivariate searchlight analysis (radius = 5 mm) with linear SVC; uncorrected voxel-wise threshold P < 0.001 corrected using Monte Carlo simulation at P < 0.01,whole_brain,above-chance classification,24,Healthy volunteers (no neurological disorder),Graded brain fMRI response to somatic and visual acupuncture stimulation
37901421,c01_rvlm_r_set1vs3_increase,Set 1 v.s. Set 3: RVLM (R) FC enhanced (Pre < Post),Difference of differences: experimental [post-pre] - control [post-pre]; Set 3 (23.87 J/cm2) vs Set 1 (0 J/cm2),verum_gt_sham,seed_based_fc,arm_set3,arm_set1,"Seed-based functional connectivity; flexible factorial design with between-subject factors for groups and subject, and within-subject factor for time; t-contrasts for difference of differences",seed_based,Pre < Post (FC enhanced),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c02_rvlm_r_set2vs3_increase,Set 2 v.s. Set 3: RVLM (R) FC enhanced (Pre < Post),Difference of differences: Set 3 (23.87 J/cm2) vs Set 2 (7.96 J/cm2),group_comparison,seed_based_fc,arm_set3,arm_set2,Seed-based functional connectivity; flexible factorial design; t-contrasts for difference of differences,seed_based,Pre < Post (FC enhanced),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c03_rvlm_l_set2vs3_increase,Set 2 v.s. Set 3: RVLM (L) FC enhanced (Pre < Post),Difference of differences: Set 3 (23.87 J/cm2) vs Set 2 (7.96 J/cm2),group_comparison,seed_based_fc,arm_set3,arm_set2,Seed-based functional connectivity; flexible factorial design; t-contrasts for difference of differences,seed_based,Pre < Post (FC enhanced),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c04_cvlm_l_set1vs2_increase,Set 1 v.s. Set 2: CVLM (L) FC enhanced (Pre < Post),Difference of differences: Set 2 (7.96 J/cm2) vs Set 1 (0 J/cm2),verum_gt_sham,seed_based_fc,arm_set2,arm_set1,Seed-based functional connectivity; flexible factorial design; t-contrasts for difference of differences,seed_based,Pre < Post (FC enhanced),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c05_cvlm_r_set1vs3_decrease,Set 1 v.s. Set 3: CVLM (R) FC weakened (Pre > Post),Difference of differences: Set 3 (23.87 J/cm2) vs Set 1 (0 J/cm2),deactivation,seed_based_fc,arm_set3,arm_set1,Seed-based functional connectivity; flexible factorial design; t-contrasts for difference of differences,seed_based,Pre > Post (FC weakened),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c06_ntsna_l_set1vs2_increase,Set 1 v.s. Set 2: NTS/NA (L) FC enhanced (Pre < Post),Difference of differences: Set 2 (7.96 J/cm2) vs Set 1 (0 J/cm2),verum_gt_sham,seed_based_fc,arm_set2,arm_set1,Seed-based functional connectivity; flexible factorial design; t-contrasts for difference of differences,seed_based,Pre < Post (FC enhanced),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c07_ntsna_l_set2vs3_decrease,Set 2 v.s. Set 3: NTS/NA (L) FC weakened (Pre > Post),Difference of differences: Set 3 (23.87 J/cm2) vs Set 2 (7.96 J/cm2),deactivation,seed_based_fc,arm_set3,arm_set2,Seed-based functional connectivity; flexible factorial design; t-contrasts for difference of differences,seed_based,Pre > Post (FC weakened),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c08_dmv_set1vs3_decrease,Set 1 v.s. Set 3: DMV FC weakened (Pre > Post),Difference of differences: Set 3 (23.87 J/cm2) vs Set 1 (0 J/cm2),deactivation,seed_based_fc,arm_set3,arm_set1,Seed-based functional connectivity; flexible factorial design; t-contrasts for difference of differences,seed_based,Pre > Post (FC weakened),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c09_rvlm_r_set2_hf_pos,Set 2: Right RVLM FC - HF% positive correlation,Correlation between FC map of right RVLM and HF%,correlation_clinical,correlation_brain_behavior,arm_set2,not_applicable,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,seed_based,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c10_rvlm_r_set3_hf_neg,Set 3: Right RVLM FC - HF% negative correlation,Correlation between FC map of right RVLM and HF%,correlation_clinical,correlation_brain_behavior,arm_set3,not_applicable,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,seed_based,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c11_rvlm_l_set2_hf_pos,Set 2: Left RVLM FC - HF% positive correlation,Correlation between FC map of left RVLM and HF%,correlation_clinical,correlation_brain_behavior,arm_set2,not_applicable,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,seed_based,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c12_rvlm_l_set3_hf_pos,Set 3: Left RVLM FC - HF% positive correlation (precuneus),Correlation between FC map of left RVLM and HF%,correlation_clinical,correlation_brain_behavior,arm_set3,not_applicable,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,seed_based,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c13_rvlm_l_set3_hf_neg,Set 3: Left RVLM FC - HF% negative correlation (dentate nucleus/pons),Correlation between FC map of left RVLM and HF%,correlation_clinical,correlation_brain_behavior,arm_set3,not_applicable,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,seed_based,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c14_cvlm_r_set3_hf_pos,Set 3: Right CVLM FC - HF% positive correlation (thalamus),Correlation between FC map of right CVLM and HF%,correlation_clinical,correlation_brain_behavior,arm_set3,not_applicable,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,seed_based,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c15_ntsna_r_set2_hf_pos,Set 2: Right NTS/NA FC - HF% positive correlation,Correlation between FC map of right NTS/NA and HF%,correlation_clinical,correlation_brain_behavior,arm_set2,not_applicable,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,seed_based,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c16_ntsna_l_set2_hf_pos,Set 2: Left NTS/NA FC - HF% positive correlation,Correlation between FC map of left NTS/NA and HF%,correlation_clinical,correlation_brain_behavior,arm_set2,not_applicable,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,seed_based,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c17_rvlm_r_set3_lfhf_pos,Set 3: Right RVLM FC - LF/HF ratio positive correlation (dentate nucleus/pons),Correlation between FC map of right RVLM and LF/HF ratio,correlation_clinical,correlation_brain_behavior,arm_set3,not_applicable,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,seed_based,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c18_rvlm_l_set3_lfhf_pos,Set 3: Left RVLM FC - LF/HF ratio positive correlation (dentate nucleus/pons),Correlation between FC map of left RVLM and LF/HF ratio,correlation_clinical,correlation_brain_behavior,arm_set3,not_applicable,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,seed_based,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c19_rvlm_l_set3_lfhf_neg,Set 3: Left RVLM FC - LF/HF ratio negative correlation (precuneus),Correlation between FC map of left RVLM and LF/HF ratio,correlation_clinical,correlation_brain_behavior,arm_set3,not_applicable,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,seed_based,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c20_cvlm_r_set2_lfhf_neg,Set 2: Right CVLM FC - LF/HF ratio negative correlation (middle/inferior frontal gyrus),Correlation between FC map of right CVLM and LF/HF ratio,correlation_clinical,correlation_brain_behavior,arm_set2,not_applicable,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,seed_based,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c21_cvlm_r_set3_lfhf_neg,Set 3: Right CVLM FC - LF/HF ratio negative correlation (thalamus),Correlation between FC map of right CVLM and LF/HF ratio,correlation_clinical,correlation_brain_behavior,arm_set3,not_applicable,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,seed_based,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c22_ntsna_r_set3_lfhf_pos,Set 3: Right NTS/NA FC - LF/HF ratio positive correlation (cerebellum ant./post. lobe),Correlation between FC map of right NTS/NA and LF/HF ratio,correlation_clinical,correlation_brain_behavior,arm_set3,not_applicable,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,seed_based,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c23_ntsna_r_set2_lfhf_neg,Set 2: Right NTS/NA FC - LF/HF ratio negative correlation (middle frontal gyrus),Correlation between FC map of right NTS/NA and LF/HF ratio,correlation_clinical,correlation_brain_behavior,arm_set2,not_applicable,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,seed_based,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c24_dmv_set2_lfhf_neg,Set 2: DMV FC - LF/HF ratio negative correlation (postcentral gyrus),Correlation between FC map of DMV and LF/HF ratio,correlation_clinical,correlation_brain_behavior,arm_set2,not_applicable,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,seed_based,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,c25_rvlm_r_set1vs3_narrative,Set 1 vs Set 3: right RVLM - increased FC at inferior part of orbitofrontal cortex,Difference of differences narrative: 23.87 J/cm2 vs control,verum_gt_sham,seed_based_fc,arm_set3,arm_set1,Seed-based functional connectivity,seed_based,FC enhanced (Pre < Post),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C1,Table 2: Reference coordinates of each region of interest (ROI),FC,other,seed_based_fc,ROI seed regions,rest,FC,whole_brain,seed definition,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C2,"Table 4: FC changes - RVLM Set 1 vs Set 3, Pre < Post",FC,verum_gt_sham,seed_based_fc,Set 3 (23.87 J/cm2) post-intervention,"Set 1 (0 J/cm2, control) post-intervention",FC,whole_brain,Pre < Post (enhanced FC in Set 3 vs Set 1),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C3,"Table 4: FC changes - RVLM Set 2 vs Set 3, Pre < Post",FC,group_comparison,seed_based_fc,Set 3 (23.87 J/cm2) post-intervention,Set 2 (7.96 J/cm2) post-intervention,FC,whole_brain,Pre < Post (enhanced FC in Set 3 vs Set 2),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C4,"Table 4: FC changes - CVLM Set 1 vs Set 2, Pre < Post",FC,verum_gt_sham,seed_based_fc,Set 2 (7.96 J/cm2) post-intervention,"Set 1 (0 J/cm2, control) post-intervention",FC,whole_brain,Pre < Post (enhanced FC in Set 2 vs Set 1),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C5,"Table 4: FC changes - CVLM Set 1 vs Set 3, Pre > Post",FC,deactivation,seed_based_fc,Set 3 (23.87 J/cm2) post-intervention,"Set 1 (0 J/cm2, control) post-intervention",FC,whole_brain,Pre > Post (weakened FC in Set 3 vs Set 1),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C6,"Table 4: FC changes - NTS/NA Set 1 vs Set 2, Pre < Post",FC,verum_gt_sham,seed_based_fc,Set 2 (7.96 J/cm2) post-intervention,"Set 1 (0 J/cm2, control) post-intervention",FC,whole_brain,Pre < Post (enhanced FC in Set 2 vs Set 1),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C7,"Table 4: FC changes - NTS/NA Set 2 vs Set 3, Pre > Post",FC,deactivation,seed_based_fc,Set 3 (23.87 J/cm2) post-intervention,Set 2 (7.96 J/cm2) post-intervention,FC,whole_brain,Pre > Post (weakened FC in Set 3 vs Set 2),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C8,"Table 4: FC changes - DMV Set 1 vs Set 3, Pre > Post",FC,deactivation,seed_based_fc,Set 3 (23.87 J/cm2) post-intervention,"Set 1 (0 J/cm2, control) post-intervention",FC,whole_brain,Pre > Post (weakened FC in Set 3 vs Set 1),51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C9,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 2 Right, Positive",FC,correlation_clinical,correlation_brain_behavior,Set 2 (7.96 J/cm2),HF% (parasympathetic index),FC,whole_brain,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C10,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 2 Left, Positive",FC,correlation_clinical,correlation_brain_behavior,Set 2 (7.96 J/cm2),HF% (parasympathetic index),FC,whole_brain,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C11,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 3 Left, Positive",FC,correlation_clinical,correlation_brain_behavior,Set 3 (23.87 J/cm2),HF% (parasympathetic index),FC,whole_brain,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C12,"Table 5: Correlation between FC maps of ROIs and HF% - CVLM Set 3 Right, Positive",FC,correlation_clinical,correlation_brain_behavior,Set 3 (23.87 J/cm2),HF% (parasympathetic index),FC,whole_brain,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C13,"Table 5: Correlation between FC maps of ROIs and HF% - NTS/NA Set 2 Right, Positive",FC,correlation_clinical,correlation_brain_behavior,Set 2 (7.96 J/cm2),HF% (parasympathetic index),FC,whole_brain,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C14,"Table 5: Correlation between FC maps of ROIs and HF% - NTS/NA Set 2 Left, Positive",FC,correlation_clinical,correlation_brain_behavior,Set 2 (7.96 J/cm2),HF% (parasympathetic index),FC,whole_brain,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C15,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 3 Right, Negative",FC,correlation_clinical,correlation_brain_behavior,Set 3 (23.87 J/cm2),HF% (parasympathetic index),FC,whole_brain,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C16,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 3 Left, Negative",FC,correlation_clinical,correlation_brain_behavior,Set 3 (23.87 J/cm2),HF% (parasympathetic index),FC,whole_brain,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C17,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - RVLM Set 3 Right, Positive",FC,correlation_clinical,correlation_brain_behavior,Set 3 (23.87 J/cm2),LF/HF ratio (sympathetic index),FC,whole_brain,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C18,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - RVLM Set 3 Left, Positive",FC,correlation_clinical,correlation_brain_behavior,Set 3 (23.87 J/cm2),LF/HF ratio (sympathetic index),FC,whole_brain,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C19,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - NTS/NA Set 3 Right, Positive",FC,correlation_clinical,correlation_brain_behavior,Set 3 (23.87 J/cm2),LF/HF ratio (sympathetic index),FC,whole_brain,Positive correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C20,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - RVLM Set 3 Left, Negative",FC,correlation_clinical,correlation_brain_behavior,Set 3 (23.87 J/cm2),LF/HF ratio (sympathetic index),FC,whole_brain,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
