pmid,arm_id,arm_type,outcome_measure,outcome_domain,scale_name,timepoint_raw,timepoint_class,reporting_format,value_exact,parse_method,parsed_format,mean,sd,se,median,iqr_low,iqr_high,ci_low,ci_high,count,pct,pre_mean,pre_sd,post_mean,post_sd,n_analyzed,higher_is_better,scale_min,scale_max,instrument_matched,disease_condition,healthy_volunteers,within_group_change,between_group_difference,effect_size_reported,p_value
40772121,arm_placebo,sham_acupuncture,AIMS2-SF total score difference (before - after intervention),quality_of_life,Arthritis quality of life measurement scale simplified scale (AIMS2-SF),change from week 0 to week 4,other,mean ± SD,0.33±3.83,regex,mean_sd,0.33,3.83,,,,,,,,,,,,,15.0,True,,,True,Knee osteoarthritis (KOA),True,not_reported,not_reported,not_reported,0.001
40772121,arm_waiting,waitlist,AIMS2-SF total score difference (before - after intervention),quality_of_life,Arthritis quality of life measurement scale simplified scale (AIMS2-SF),change from week 0 to week 4,other,mean ± SD,-0.13±1.64,regex,mean_sd,-0.13,1.64,,,,,,,,,,,,,15.0,True,,,True,Knee osteoarthritis (KOA),True,not_reported,not_reported,not_reported,0.001
40772121,arm_acupuncture,verum_acupuncture,Beck anxiety inventory total score difference (before - after intervention),mood,Beck Anxiety Inventory (BAI),change from week 0 to week 4,other,mean ± SD,1.87±3.42,regex,mean_sd,1.87,3.42,,,,,,,,,,,,,15.0,False,0.0,63.0,True,Knee osteoarthritis (KOA),True,not_reported,not_reported,not_reported,0.032
40772121,arm_placebo,sham_acupuncture,Beck anxiety inventory total score difference (before - after intervention),mood,Beck Anxiety Inventory (BAI),change from week 0 to week 4,other,mean ± SD,0.73±2.40,regex,mean_sd,0.73,2.4,,,,,,,,,,,,,15.0,False,0.0,63.0,True,Knee osteoarthritis (KOA),True,not_reported,not_reported,not_reported,0.032
40772121,arm_waiting,waitlist,Beck anxiety inventory total score difference (before - after intervention),mood,Beck Anxiety Inventory (BAI),change from week 0 to week 4,other,mean ± SD,-0.40±1.06,regex,mean_sd,-0.4,1.06,,,,,,,,,,,,,15.0,False,0.0,63.0,True,Knee osteoarthritis (KOA),True,not_reported,not_reported,not_reported,0.032
40772121,arm_acupuncture,verum_acupuncture,Beck depression inventory total score difference (before - after intervention),mood,Beck Depression Inventory (BDI),change from week 0 to week 4,other,mean ± SD,0.40±2.03,regex,mean_sd,0.4,2.03,,,,,,,,,,,,,15.0,False,0.0,63.0,True,Knee osteoarthritis (KOA),True,not_reported,not_reported,not_reported,0.493
40772121,arm_placebo,sham_acupuncture,Beck depression inventory total score difference (before - after intervention),mood,Beck Depression Inventory (BDI),change from week 0 to week 4,other,mean ± SD,0.80±2.93,regex,mean_sd,0.8,2.93,,,,,,,,,,,,,15.0,False,0.0,63.0,True,Knee osteoarthritis (KOA),True,not_reported,not_reported,not_reported,0.493
40772121,arm_waiting,waitlist,Beck depression inventory total score difference (before - after intervention),mood,Beck Depression Inventory (BDI),change from week 0 to week 4,other,mean ± SD,-0.33±0.90,regex,mean_sd,-0.33,0.9,,,,,,,,,,,,,15.0,False,0.0,63.0,True,Knee osteoarthritis (KOA),True,not_reported,not_reported,not_reported,0.493
40800108,arm_verum_acupuncture,verum_acupuncture,ADAS-Cog scores,cognition,Alzheimer's Disease Assessment Scale-Cognitive subscale (ADAS-Cog),3 months,other,narrative,significantly greater reductions in ADAS-Cog scores after 3 months of acupuncture treatment compared to those receiving pharmacotherapy alone,unparseable,,,,,,,,,,,,,,,,,False,0.0,70.0,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,significantly greater reductions compared to pharmacotherapy alone,not_reported,not_reported
40800108,arm_verum_acupuncture,verum_acupuncture,ADAS-Cog scores (mean change from baseline to 6 months),cognition,Alzheimer's Disease Assessment Scale-Cognitive subscale (ADAS-Cog),6 months,other,narrative,The mean change from baseline to 6 months further highlighted the superior benefits of acupuncture intervention,unparseable,,,,,,,,,,,,,,,,,False,0.0,70.0,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,superior benefits of acupuncture intervention,not_reported,not_reported
40800108,arm_verum_acupuncture,verum_acupuncture,cognitive function (general),cognition,not_reported,4–8 weeks,other,narrative,"cognitive improvements emerge by 4–8 weeks of treatment, with benefits persisting up to 16 weeks; the therapeutic effects appear to diminish by 32 weeks",unparseable,,,,,,,,,,,,,,,,,,,,False,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,not_reported,not_reported,not_reported
40800108,arm_verum_acupuncture,verum_acupuncture,MoCA scores,cognition,Montreal Cognitive Assessment (MoCA),4 weeks,other,narrative,"notable increases in Fugl-Meyer assessment, Barthel index, and MoCA scores after 4 weeks of acupuncture",unparseable,,,,,,,,,,,,,,,,,True,0.0,30.0,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,notable increases after 4 weeks,not_reported,not_reported,not_reported
40800108,arm_verum_acupuncture,verum_acupuncture,Barthel index,function,Barthel index,8 weeks,other,narrative,"By 8 weeks, their Barthel index and MoCA scores exceeded those of controls",unparseable,,,,,,,,,,,,,,,,,True,0.0,100.0,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,exceeded those of controls,not_reported,not_reported
40800108,arm_verum_acupuncture,verum_acupuncture,MoCA scores,cognition,Montreal Cognitive Assessment (MoCA),8 weeks,other,narrative,"By 8 weeks, their Barthel index and MoCA scores exceeded those of controls",unparseable,,,,,,,,,,,,,,,,,True,0.0,30.0,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,exceeded those of controls,not_reported,not_reported
40800108,arm_verum_acupuncture,verum_acupuncture,Fugl-Meyer assessment,function,Fugl-Meyer assessment,4 and 8 weeks,other,narrative,notable increases in Fugl-Meyer assessment after 4 and 8 weeks of acupuncture,unparseable,,,,,,,,,,,,,,,,,True,,,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,notable increases,not_reported,not_reported,not_reported
40800108,arm_VCI_patients,other,MMSE scores correlated with ReHo in superior/inferior frontal gyri,cognition,Mini-mental State Examination (MMSE),not_reported,other,narrative,"VCI patients exhibit significantly lower ReHo values in the superior and inferior frontal gyri, which correlate with poorer performance on cognitive assessments like Mini-mental State Examination (MMSE) and Montreal Cognitive Assessment (MoCA)",unparseable,,,,,,,,,,,,,,,,,True,0.0,30.0,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,not_reported,not_reported,not_reported
40800108,arm_VCI_patients,other,MoCA scores correlated with ALFF reductions in DMN hubs,cognition,Montreal Cognitive Assessment (MoCA),not_reported,other,narrative,these reductions independently correlating with lower MoCA scores,unparseable,,,,,,,,,,,,,,,,31.0,True,0.0,30.0,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,not_reported,not_reported,not_reported
40800108,arm_VCI_patients,other,MoCA scores correlated with FC between right entorhinal cortex and frontal/precentral regions,cognition,Montreal Cognitive Assessment (MoCA),not_reported,other,narrative,these FC values showing positive correlations with MoCA scores,unparseable,,,,,,,,,,,,,,,,,True,0.0,30.0,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,not_reported,not_reported,not_reported
40800108,arm_VCI_patients,other,insular ALFF showing a strong negative correlation with MoCA and MMSE scores,cognition,MMSE; MoCA,not_reported,other,narrative,insular ALFF showing a strong negative correlation with MoCA and MMSE scores,unparseable,,,,,,,,,,,,,,,,,True,0.0,30.0,True,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,not_reported,not_reported,not_reported
40800108,arm_VCI_patients,other,executive function scores positively correlated with ALFF values in the left prefrontal lobe,cognition,not_reported,not_reported,other,narrative,executive function scores in VCI patients positively correlated with ALFF values in the left prefrontal lobe,unparseable,,,,,,,,,,,,,,,,,,,,False,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,not_reported,not_reported,not_reported
40800108,arm_verum_acupuncture,verum_acupuncture,"cognitive function, functional connectivity in DMN, cerebral blood flow",cognition,not_reported,not_reported,other,narrative,"Acupuncture improved cognitive function, increased functional connectivity in DMN, and enhanced cerebral blood flow in VCI patients",unparseable,,,,,,,,,,,,,,,,140.0,,,,False,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,not_reported,not_reported,not_reported,not_reported
40847552,arm_responders,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS) (0-10),Baseline,baseline,median [IQR],6(5-6),regex,median_iqr,5.666666666666667,0.7407407407407407,,6.0,5.0,6.0,,,,,,,,,48.0,False,0.0,10.0,True,Neck pain (NP),False,not_reported,"Z = −1.740, P=0.082 (vs non-responders at baseline)",not_reported,P=0.082
40847552,arm_responders,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS) (0-10),After treatment,post,median [IQR],3.00(2.00-3.58),regex,median_iqr,2.86,1.1703703703703705,,3.0,2.0,3.58,,,,,,,,,48.0,False,0.0,10.0,True,Neck pain (NP),False,significant changes in VAS scores before and after treatment,"Z = −6.373, P=0.001 (vs non-responders post-treatment)",not_reported,P=0.001
40847552,arm_nonresponders,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS) (0-10),Baseline,baseline,median [IQR],5(5-6),regex,median_iqr,5.333333333333333,0.7407407407407407,,5.0,5.0,6.0,,,,,,,,,32.0,False,0.0,10.0,True,Neck pain (NP),False,not_reported,"Z = −1.740, P=0.082 (vs responders at baseline)",not_reported,P=0.082
40847552,arm_nonresponders,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS) (0-10),After treatment,post,median [IQR],5.00(4.00-5.00),regex,median_iqr,4.666666666666667,0.7407407407407407,,5.0,4.0,5.0,,,,,,,,,32.0,False,0.0,10.0,True,Neck pain (NP),False,significant differences in VAS scores before and after treatment,"Z = −6.373, P=0.001 (vs responders post-treatment)",not_reported,P=0.001
40847552,arm_responders,verum_acupuncture,SAS (Self-Rating Anxiety Scale),mood,SAS,Baseline,baseline,median [IQR],42.50(39.06-48.44),regex,median_iqr,43.333333333333336,6.948148148148144,,42.5,39.06,48.44,,,,,,,,,48.0,False,20.0,80.0,True,Neck pain (NP),False,not_reported,"Z = −0.955, P=0.340 (vs non-responders at baseline)",not_reported,P=0.340
40847552,arm_responders,verum_acupuncture,SAS (Self-Rating Anxiety Scale),mood,SAS,After treatment,post,median [IQR],37.50(31.25-42.19),regex,median_iqr,36.98,8.103703703703701,,37.5,31.25,42.19,,,,,,,,,48.0,False,20.0,80.0,True,Neck pain (NP),False,significant changes in SAS scores before and after treatment,"Z = −2.896, P=0.004 (vs non-responders post-treatment)",not_reported,P=0.004
40847552,arm_nonresponders,verum_acupuncture,SAS (Self-Rating Anxiety Scale),mood,SAS,Baseline,baseline,median [IQR],45.03(40.31-51.88),regex,median_iqr,45.74,8.57037037037037,,45.03,40.31,51.88,,,,,,,,,32.0,False,20.0,80.0,True,Neck pain (NP),False,not_reported,"Z = −0.955, P=0.340 (vs responders at baseline)",not_reported,P=0.340
40847552,arm_nonresponders,verum_acupuncture,SAS (Self-Rating Anxiety Scale),mood,SAS,After treatment,post,median [IQR],45.00(37.50-48.75),regex,median_iqr,43.75,8.333333333333332,,45.0,37.5,48.75,,,,,,,,,32.0,False,20.0,80.0,True,Neck pain (NP),False,no significant change in SAS scores,"Z = −2.896, P=0.004 (vs responders post-treatment)",not_reported,P=0.004
40847552,arm_responders,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,SDS,Baseline,baseline,median [IQR],0.43(0.36-0.51),regex,median_iqr,0.4333333333333333,0.1111111111111111,,0.43,0.36,0.51,,,,,,,,,48.0,False,20.0,80.0,True,Neck pain (NP),False,not_reported,"Z = −1.268, P=0.205 (vs non-responders at baseline)",not_reported,P=0.205
40847552,arm_responders,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,SDS,After treatment,post,median [IQR],0.38(0.30-0.44),regex,median_iqr,0.3733333333333333,0.1037037037037037,,0.38,0.3,0.44,,,,,,,,,48.0,False,20.0,80.0,True,Neck pain (NP),False,significant changes in SDS scores before and after treatment,"t = −2.113, P=0.035 (vs non-responders post-treatment)",not_reported,P=0.035
40847552,arm_nonresponders,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,SDS,Baseline,baseline,median [IQR],0.48(0.37-0.55),regex,median_iqr,0.4666666666666666,0.1333333333333333,,0.48,0.37,0.55,,,,,,,,,32.0,False,20.0,80.0,True,Neck pain (NP),False,not_reported,"Z = −1.268, P=0.205 (vs responders at baseline)",not_reported,P=0.205
40847552,arm_nonresponders,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,SDS,After treatment,post,median [IQR],0.44(0.36-0.50),regex,median_iqr,0.4333333333333333,0.1037037037037037,,0.44,0.36,0.5,,,,,,,,,32.0,False,20.0,80.0,True,Neck pain (NP),False,significant differences in SDS scores before and after treatment,"t = −2.113, P=0.035 (vs responders post-treatment)",not_reported,P=0.035
40847552,not_applicable,,acupuncture responder classification,responder,VAS improvement ≥21% after acupuncture treatment,post-treatment,post,count,"48 acupuncture responders, 32 non-responders out of 80",unparseable,,,,,,,,,,,,,,,,80.0,False,0.0,10.0,True,Neck pain (NP),False,not_reported,not_reported,not_reported,not_reported
40847552,not_applicable,,Gender (Male/Female),other,not_reported,Baseline,baseline,count,Responders: 16/32; Non-responders: 10/22,unparseable,,,,,,,,,,,,,,,,80.0,,,,False,Neck pain (NP),False,not_reported,"Χ2 = 0.038, P=0.845",not_reported,P=0.845
40847552,not_applicable,,Age (Year),other,not_reported,Baseline,baseline,median [IQR],Responders: 23(21-25); Non-responders: 23(21-26),unparseable,,,,,,,,,,,,,,,,80.0,,,,False,Neck pain (NP),False,not_reported,"Z = −0.124, P=0.902",not_reported,P=0.902
40847552,not_applicable,,Height (cm),other,not_reported,Baseline,baseline,mean ± SD,Responders: 165.15±7.93; Non-responders: 164.59±7.74,unparseable,,,,,,,,,,,,,,,,80.0,,,,False,Neck pain (NP),False,not_reported,"t = −0.308, P=0.759",not_reported,P=0.759
40847552,not_applicable,,Weight (kg),other,not_reported,Baseline,baseline,median [IQR],Responders: 55.00(45.25-71.50); Non-responders: 56.50(47.25-73.75),unparseable,,,,,,,,,,,,,,,,80.0,,,,False,Neck pain (NP),False,not_reported,"Z = −0.034, P=0.973",not_reported,P=0.973
40847552,not_applicable,,educational attainment (Year),other,not_reported,Baseline,baseline,median [IQR],Responders: 15(14-16); Non-responders: 15(14-17),unparseable,,,,,,,,,,,,,,,,80.0,,,,False,Neck pain (NP),False,not_reported,"Z = −0.871, P=0.384",not_reported,P=0.384
40847552,not_applicable,,Duration (Month),other,not_reported,Baseline,baseline,median [IQR],Responders: 14.00(7.00-30.00); Non-responders: 18.00(14.00-22.75),unparseable,,,,,,,,,,,,,,,,80.0,,,,False,Neck pain (NP),False,not_reported,"Z = 1.090, P=0.276",not_reported,P=0.276
40881782,not_applicable,,FMA score,function,Fugl-Meyer Assessment (FMA),Baseline (pre-treatment),baseline,mean ± SD,31.76 ± 11.11,regex,mean_sd,31.76,11.11,,,,,,,,,,,,,70.0,True,0.0,100.0,True,Bilateral basal ganglia ischemic stroke (BBGIS),True,not_reported,BBGIS vs. HC: p < 0.001,not_reported,p < 0.001
40881782,arm_IDSA,verum_acupuncture,FMA score,function,Fugl-Meyer Assessment (FMA),Pre-treatment,baseline,mean ± SD,33.03 ± 12.23,regex,mean_sd,33.03,12.23,,,,,,,,,,,,,31.0,True,0.0,100.0,True,Bilateral basal ganglia ischemic stroke (BBGIS),True,not_reported,IDSA vs. Sham pre-treatment: P > 0.05,not_reported,P = 0.686 (from figure caption)
40881782,arm_sham,sham_acupuncture,FMA score,function,Fugl-Meyer Assessment (FMA),Pre-treatment,baseline,mean ± SD,34.35 ± 10.8,regex,mean_sd,34.35,10.8,,,,,,,,,,,,,31.0,True,0.0,100.0,True,Bilateral basal ganglia ischemic stroke (BBGIS),True,not_reported,IDSA vs. Sham pre-treatment: P > 0.05,not_reported,P = 0.686 (from figure caption)
40881782,arm_IDSA,verum_acupuncture,FMA score,function,Fugl-Meyer Assessment (FMA),Post-treatment (4 weeks),post,mean ± SD,53.23 ± 13.6,regex,mean_sd,53.23,13.6,,,,,,,,,,,,,31.0,True,0.0,100.0,True,Bilateral basal ganglia ischemic stroke (BBGIS),True,not_reported,"IDSA 53.23 ± 13.6 vs. Sham 44.35 ± 11.2, p < 0.05",not_reported,p < 0.05 (between-group); P = 0.010 (from Figure 7)
40881782,arm_sham,sham_acupuncture,FMA score,function,Fugl-Meyer Assessment (FMA),Post-treatment (4 weeks),post,mean ± SD,44.35 ± 11.2,regex,mean_sd,44.35,11.2,,,,,,,,,,,,,31.0,True,0.0,100.0,True,Bilateral basal ganglia ischemic stroke (BBGIS),True,not_reported,"IDSA 53.23 ± 13.6 vs. Sham 44.35 ± 11.2, p < 0.05",not_reported,p < 0.05 (between-group); P = 0.010 (from Figure 7)
40881782,arm_IDSA,verum_acupuncture,FCD change in SMA_R (ΔFCD),other,Functional connectivity density (FCD) in SMA_R,Post-treatment (4 weeks) vs. pre-treatment,baseline,mean ± SD,Δ = 0.64 ± 0.22,unparseable,,,,,,,,,,,,,,,,31.0,,,,False,Bilateral basal ganglia ischemic stroke (BBGIS),True,"Δ = 0.64 ± 0.22, p < 0.001","IDSA ΔFCD = 0.64 ± 0.22 vs. Sham 0.11 ± 0.18; ANCOVA F(1,59) = 28.6, p < 0.001",not_reported,p < 0.001
40881782,arm_IDSA,verum_acupuncture,FCD change in C8_R (ΔFCD),other,Functional connectivity density (FCD) in C8_R,Post-treatment (4 weeks) vs. pre-treatment,baseline,mean ± SD,Δ = 0.77 ± 0.91,unparseable,,,,,,,,,,,,,,,,31.0,,,,False,Bilateral basal ganglia ischemic stroke (BBGIS),True,"Δ = 0.77 ± 0.91, p < 0.05","IDSA ΔFCD = 0.77 ± 0.91 vs. Sham 0.09 ± 0.21; F(1,59) = 9.4, p = 0.038",not_reported,p = 0.038
40950284,arm_conv,active_control,End Diastolic Velocity (EDV) of facial artery on affected side,physiological,Doppler ultrasound EDV (cm/s),Before Treatment,baseline,mean ± SD,7.64 ± 1.23,regex,mean_sd,7.64,1.23,,,,,,,,,,,,,100.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 0.728, P = 0.468 (vs YYHAT group pre-treatment)",not_reported,0.468
40950284,arm_conv,active_control,End Diastolic Velocity (EDV) of facial artery on affected side,physiological,Doppler ultrasound EDV (cm/s),After Treatment (three weeks),post,mean ± SD,14.75 ± 2.25,regex,mean_sd,14.75,2.25,,,,,,,,,,,,,100.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,significantly improved compared to pre-treatment (P < 0.05),"t = 2.025, P = 0.044 (vs YYHAT group post-treatment)",not_reported,0.044
40950284,arm_yyhat,verum_acupuncture,End Diastolic Velocity (EDV) of facial artery on affected side,physiological,Doppler ultrasound EDV (cm/s),Before Treatment,baseline,mean ± SD,7.49 ± 1.59,regex,mean_sd,7.49,1.59,,,,,,,,,,,,,102.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 0.728, P = 0.468 (vs conventional group pre-treatment)",not_reported,0.468
40950284,arm_yyhat,verum_acupuncture,End Diastolic Velocity (EDV) of facial artery on affected side,physiological,Doppler ultrasound EDV (cm/s),After Treatment (three weeks),post,mean ± SD,15.62 ± 3.68,regex,mean_sd,15.62,3.68,,,,,,,,,,,,,102.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,significantly improved compared to pre-treatment (P < 0.05),"t = 2.025, P = 0.044 (vs conventional group post-treatment)",not_reported,0.044
40950284,arm_conv,active_control,Systolic Peak Velocity (Vs) of facial artery on affected side,physiological,Doppler ultrasound Vs (cm/s),Before Treatment,baseline,mean ± SD,43.79 ± 6.31,regex,mean_sd,43.79,6.31,,,,,,,,,,,,,100.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 0.555, P = 0.579 (vs YYHAT group pre-treatment)",not_reported,0.579
40950284,arm_conv,active_control,Systolic Peak Velocity (Vs) of facial artery on affected side,physiological,Doppler ultrasound Vs (cm/s),After Treatment (three weeks),post,mean ± SD,59.16 ± 6.77,regex,mean_sd,59.16,6.77,,,,,,,,,,,,,100.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,significantly improved compared to pre-treatment (P < 0.05),"t = 2.371, P = 0.019 (vs YYHAT group post-treatment)",not_reported,0.019
40950284,arm_yyhat,verum_acupuncture,Systolic Peak Velocity (Vs) of facial artery on affected side,physiological,Doppler ultrasound Vs (cm/s),Before Treatment,baseline,mean ± SD,43.27 ± 6.89,regex,mean_sd,43.27,6.89,,,,,,,,,,,,,102.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 0.555, P = 0.579 (vs conventional group pre-treatment)",not_reported,0.579
40950284,arm_yyhat,verum_acupuncture,Systolic Peak Velocity (Vs) of facial artery on affected side,physiological,Doppler ultrasound Vs (cm/s),After Treatment (three weeks),post,mean ± SD,61.38 ± 6.57,regex,mean_sd,61.38,6.57,,,,,,,,,,,,,102.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,significantly improved compared to pre-treatment (P < 0.05),"t = 2.371, P = 0.019 (vs conventional group post-treatment)",not_reported,0.019
40950284,arm_conv,active_control,Resistance Index (RI) of facial artery on affected side,physiological,Doppler ultrasound RI,Before Treatment,baseline,mean ± SD,0.85 ± 0.26,regex,mean_sd,0.85,0.26,,,,,,,,,,,,,100.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 1.477, P = 0.141 (vs YYHAT group pre-treatment)",not_reported,0.141
40950284,arm_conv,active_control,Resistance Index (RI) of facial artery on affected side,physiological,Doppler ultrasound RI,After Treatment (three weeks),post,mean ± SD,0.66 ± 0.12,regex,mean_sd,0.66,0.12,,,,,,,,,,,,,100.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,significantly improved compared to pre-treatment (P < 0.05),"t = 0.932, P = 0.353 (vs YYHAT group post-treatment); no significant difference",not_reported,0.353
40950284,arm_yyhat,verum_acupuncture,Resistance Index (RI) of facial artery on affected side,physiological,Doppler ultrasound RI,Before Treatment,baseline,mean ± SD,0.89 ± 0.20,regex,mean_sd,0.89,0.2,,,,,,,,,,,,,102.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 1.477, P = 0.141 (vs conventional group pre-treatment)",not_reported,0.141
40950284,arm_yyhat,verum_acupuncture,Resistance Index (RI) of facial artery on affected side,physiological,Doppler ultrasound RI,After Treatment (three weeks),post,mean ± SD,0.68 ± 0.18,regex,mean_sd,0.68,0.18,,,,,,,,,,,,,102.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,significantly improved compared to pre-treatment (P < 0.05),"t = 0.932, P = 0.353 (vs conventional group post-treatment); no significant difference",not_reported,0.353
40950284,arm_conv,active_control,Facial motor function score (modified Portmann score),function,Modified Portmann score - facial motor function,After Treatment (three weeks),post,count,0-6: 18 (18.00%); 7-12: 24 (24.00%); 13-18: 58 (58.00%),unparseable,,,,,,,,,,,,,,,,100.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 6.350, P = 0.042",not_reported,0.042
40950284,arm_yyhat,verum_acupuncture,Facial motor function score (modified Portmann score),function,Modified Portmann score - facial motor function,After Treatment (three weeks),post,count,0-6: 7 (6.86%); 7-12: 23 (22.55%); 13-18: 72 (70.59%),unparseable,,,,,,,,,,,,,,,,102.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 6.350, P = 0.042",not_reported,0.042
40950284,arm_conv,active_control,Resting state facial appearance score (modified Portmann score),function,Modified Portmann score - facial resting state,After Treatment (three weeks),post,count,0: 23 (23.00%); 1: 39 (39.00%); 2: 38 (38.00%),unparseable,,,,,,,,,,,,,,,,100.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 9.453, P = 0.009",not_reported,0.009
40950284,arm_yyhat,verum_acupuncture,Resting state facial appearance score (modified Portmann score),function,Modified Portmann score - facial resting state,After Treatment (three weeks),post,count,0: 11 (10.78%); 1: 32 (31.37%); 2: 59 (57.84%),unparseable,,,,,,,,,,,,,,,,102.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 9.453, P = 0.009",not_reported,0.009
40950284,arm_conv,active_control,Therapeutic efficacy categorization,function,Modified Portmann score overall therapeutic efficacy,After three weeks of treatment,post,count,Clinical recovery: 16 (16.00%); Markedly effective: 34 (34.00%); Effective: 31 (31.00%); Ineffective: 19 (19.00%),unparseable,,,,,,,,,,,,,,,,100.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 12.151, P = 0.007",not_reported,0.007
40950284,arm_yyhat,verum_acupuncture,Therapeutic efficacy categorization,function,Modified Portmann score overall therapeutic efficacy,After three weeks of treatment,post,count,Clinical recovery: 36 (35.29%); Markedly effective: 33 (32.35%); Effective: 24 (23.53%); Ineffective: 9 (8.82%),unparseable,,,,,,,,,,,,,,,,102.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 12.151, P = 0.007",not_reported,0.007
40950284,arm_conv,active_control,SAS Score,mood,Self-Rating Anxiety Scale (SAS),Before Treatment,baseline,mean ± SD,50.27 ± 5.96,regex,mean_sd,50.27,5.96,,,,,,,,,,,,,100.0,False,20.0,80.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 1.111, P = 0.268 (vs YYHAT group pre-treatment)",not_reported,0.268
40950284,arm_conv,active_control,SAS Score,mood,Self-Rating Anxiety Scale (SAS),After Treatment (three weeks),post,mean ± SD,42.47 ± 3.26,regex,mean_sd,42.47,3.26,,,,,,,,,,,,,100.0,False,20.0,80.0,True,Peripheral facial paralysis (Bell's palsy),False,significantly reduced compared to pre-treatment (P < 0.05),"t = 2.299, P = 0.023 (vs YYHAT group post-treatment)",not_reported,0.023
40950284,arm_yyhat,verum_acupuncture,SAS Score,mood,Self-Rating Anxiety Scale (SAS),Before Treatment,baseline,mean ± SD,49.39 ± 5.31,regex,mean_sd,49.39,5.31,,,,,,,,,,,,,102.0,False,20.0,80.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 1.111, P = 0.268 (vs conventional group pre-treatment)",not_reported,0.268
40950284,arm_yyhat,verum_acupuncture,SAS Score,mood,Self-Rating Anxiety Scale (SAS),After Treatment (three weeks),post,mean ± SD,41.25 ± 4.21,regex,mean_sd,41.25,4.21,,,,,,,,,,,,,102.0,False,20.0,80.0,True,Peripheral facial paralysis (Bell's palsy),False,significantly reduced compared to pre-treatment (P < 0.05),"t = 2.299, P = 0.023 (vs conventional group post-treatment)",not_reported,0.023
