pmid,arm_id,arm_label,arm_type,outcome_measure,outcome_domain,scale_name,timepoint,reporting_format,value,n_analyzed,within_group_change,between_group_difference,effect_size_reported,statistical_test,p_value,analysis_population,disease_condition
39169368,not_applicable,,,Recognition index of number during probe test,cognition,Novel Object Recognition Test (NORT/ORT) – recognition index (number),2-days post-treatment (probe test),mean ± SEM,not_reported,10.0,not_reported,Differences between untreated and EA-treated 3×Tg-AD mice were significant (**P < 0.01); Non-EA-treatment presented no difference; WT vs 3×Tg-AD: **P < 0.01,not_reported,one-way ANOVA with post hoc test,WT vs 3×Tg-AD: **P < 0.01; EA vs 3×Tg-AD: **P < 0.01; EA vs Non-EA: **P < 0.01,n = 10 in each group,Alzheimer's disease (3×Tg-AD transgenic mouse model)
39169368,not_applicable,,,Amplitude of sEPSC of hippocampal CA1,physiological,Spontaneous excitatory postsynaptic currents (sEPSC) – amplitude (pA),post-treatment (after MRI),mean ± SEM,not_reported,5.0,not_reported,Significant differences among all groups (**P < 0.01); 3×Tg-AD mice showed significantly decreased sEPSC amplitude compared to WT; EA-treated significantly different from untreated 3×Tg-AD; Non-EA treatment does not affect it,not_reported,one-way ANOVA with post hoc test,WT vs 3×Tg-AD: **P < 0.01; EA vs 3×Tg-AD: **P < 0.01; EA vs Non-EA: **P < 0.01,n = 5 in each group,Alzheimer's disease (3×Tg-AD transgenic mouse model)
39169368,not_applicable,,,"Frequency of spontaneous firing of hippocampal CA1 (sEPSC frequency, Hz)",physiological,Spontaneous excitatory postsynaptic currents (sEPSC) – frequency (Hz),post-treatment (after MRI),mean ± SEM,not_reported,5.0,not_reported,Significant differences among all groups (**P < 0.01); EA-treated significantly different from untreated 3×Tg-AD; Non-EA treatment does not affect it,not_reported,one-way ANOVA with post hoc test,WT vs 3×Tg-AD: **P < 0.01; EA vs 3×Tg-AD: **P < 0.01; EA vs Non-EA: **P < 0.01,n = 5 in each group,Alzheimer's disease (3×Tg-AD transgenic mouse model)
39368604,VA1,Verum Acupuncture Group 1 (VA1),verum_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",Baseline,mean (95% CI),5.45 (4.54; 6.37),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA1,Verum Acupuncture Group 1 (VA1),verum_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",End of treatment,mean (95% CI),3.18 (2.24; 4.12),11.0,not_reported,not_reported,not_reported,Pair-t test,0.003,not_reported,Migraine without aura (MwoA)
39368604,VA2,Verum Acupuncture Group 2 (VA2),verum_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",Baseline,mean (95% CI),5.32 (4.68; 5.96),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA2,Verum Acupuncture Group 2 (VA2),verum_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",End of treatment,mean (95% CI),3.73 (2.82; 4.63),11.0,not_reported,not_reported,not_reported,Pair-t test,0.002,not_reported,Migraine without aura (MwoA)
39368604,VA3,Verum Acupuncture Group 3 (VA3),verum_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",Baseline,mean (95% CI),5.69 (5.12; 6.26),13.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA3,Verum Acupuncture Group 3 (VA3),verum_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",End of treatment,mean (95% CI),3.15 (2.31; 3.99),13.0,not_reported,not_reported,not_reported,Pair-t test,0.000,not_reported,Migraine without aura (MwoA)
39368604,SA,Sham Acupuncture Group (SA),sham_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",Baseline,mean (95% CI),5.18 (4.19; 6.17),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,SA,Sham Acupuncture Group (SA),sham_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",End of treatment,mean (95% CI),4.04 (3.09; 5.00),11.0,not_reported,not_reported,not_reported,Pair-t test,0.158,not_reported,Migraine without aura (MwoA)
39368604,WT,Waiting-list group (WT),waitlist,Headache intensity,pain,"visual analogue scale (VAS), 0–10",Baseline,mean (95% CI),5.66 (5.16; 6.15),16.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,WT,Waiting-list group (WT),waitlist,Headache intensity,pain,"visual analogue scale (VAS), 0–10",End of treatment,mean (95% CI),5.72 (4.84; 6.59),16.0,not_reported,not_reported,not_reported,Pair-t test,0.861,not_reported,Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",Baseline,mean (95% CI),5.42 (5.08; 5.77),46.0,not_reported,not_reported,not_reported,not_reported,not_reported,acupuncture group (verum + sham),Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,Headache intensity,pain,"visual analogue scale (VAS), 0–10",End of treatment,mean (95% CI),3.51 (3.10;3.93),46.0,not_reported,not_reported,not_reported,Pair-t test,0.000,acupuncture group (verum + sham),Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,Headache intensity change (End-baseline),pain,"visual analogue scale (VAS), 0–10",End-baseline,mean (95% CI),AG: −1.91 (−2.46; −1.37); WT: 0.06 (−0.68; 0.81),,not_reported,P value = 0.000 (AG vs WT),not_reported,two-sample t test,0.000,not_reported,Migraine without aura (MwoA)
39368604,VA1,Verum Acupuncture Group 1 (VA1),verum_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,Baseline,mean (95% CI),5.91 (3.88; 7.93),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA1,Verum Acupuncture Group 1 (VA1),verum_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,End of treatment,mean (95% CI),4.18 (2.60; 5.77),11.0,not_reported,not_reported,not_reported,Pair-t test,0.029,not_reported,Migraine without aura (MwoA)
39368604,VA2,Verum Acupuncture Group 2 (VA2),verum_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,Baseline,mean (95% CI),7.45 (5.03; 9.88),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA2,Verum Acupuncture Group 2 (VA2),verum_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,End of treatment,mean (95% CI),6.18 (4.13; 8.03),11.0,not_reported,not_reported,not_reported,Pair-t test,0.111,not_reported,Migraine without aura (MwoA)
39368604,VA3,Verum Acupuncture Group 3 (VA3),verum_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,Baseline,mean (95% CI),5.54 (3.35; 7.72),13.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA3,Verum Acupuncture Group 3 (VA3),verum_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,End of treatment,mean (95% CI),4.08 (2.40; 5.76),13.0,not_reported,not_reported,not_reported,Pair-t test,0.038,not_reported,Migraine without aura (MwoA)
39368604,SA,Sham Acupuncture Group (SA),sham_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,Baseline,mean (95% CI),6.45 (4.34; 8.57),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,SA,Sham Acupuncture Group (SA),sham_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,End of treatment,mean (95% CI),6.45 (3.97; 8.94),11.0,not_reported,not_reported,not_reported,Pair-t test,0.999,not_reported,Migraine without aura (MwoA)
39368604,WT,Waiting-list group (WT),waitlist,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,Baseline,mean (95% CI),4.31 (2.91; 5.71),16.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,WT,Waiting-list group (WT),waitlist,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,End of treatment,mean (95% CI),8.63 (6.14; 11.11),16.0,not_reported,not_reported,not_reported,Pair-t test,0.000,not_reported,Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,Baseline,mean (95% CI),6.30 (5.31; 7.30),46.0,not_reported,not_reported,not_reported,not_reported,not_reported,acupuncture group (verum + sham),Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,Headache frequency,symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,End of treatment,mean (95% CI),5.17 (4.27; 6.08),46.0,not_reported,not_reported,not_reported,Pair-t test,0.009,acupuncture group (verum + sham),Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,Headache frequency change (End-baseline),symptom_severity,number of migraines separated by pain free intervals of at least 48hours of headache,End-baseline,mean (95% CI),AG: −1.13 (−1.97; −0.29); WT: 4.31 (2.26; 6.37),,not_reported,P value = 0.000 (AG vs WT),not_reported,two-sample t test,0.000,not_reported,Migraine without aura (MwoA)
39368604,VA1,Verum Acupuncture Group 1 (VA1),verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),Baseline,mean (95% CI),45.05 (39.72; 50.37),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA1,Verum Acupuncture Group 1 (VA1),verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),End of treatment,mean (95% CI),39.20 (31.93; 46.48),11.0,not_reported,not_reported,not_reported,Pair-t test,0.101,not_reported,Migraine without aura (MwoA)
39368604,VA2,Verum Acupuncture Group 2 (VA2),verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),Baseline,mean (95% CI),45.27 (39.71; 50.83),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA2,Verum Acupuncture Group 2 (VA2),verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),End of treatment,mean (95% CI),41.77 (36.43; 47.11),11.0,not_reported,not_reported,not_reported,Pair-t test,0.180,not_reported,Migraine without aura (MwoA)
39368604,VA3,Verum Acupuncture Group 3 (VA3),verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),Baseline,mean (95% CI),46.75 (40.50; 53.00),13.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA3,Verum Acupuncture Group 3 (VA3),verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),End of treatment,mean (95% CI),37.96 (31.68; 44.25),13.0,not_reported,not_reported,not_reported,Pair-t test,0.015,not_reported,Migraine without aura (MwoA)
39368604,SA,Sham Acupuncture Group (SA),sham_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),Baseline,mean (95% CI),45.68 (40.35; 51.01),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,SA,Sham Acupuncture Group (SA),sham_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),End of treatment,mean (95% CI),38.02 (32.97; 43.08),11.0,not_reported,not_reported,not_reported,Pair-t test,0.081,not_reported,Migraine without aura (MwoA)
39368604,WT,Waiting-list group (WT),waitlist,SAS score,mood,self-rating anxiety scale (SAS),Baseline,mean (95% CI),46.81 (41.52; 52.11),16.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,WT,Waiting-list group (WT),waitlist,SAS score,mood,self-rating anxiety scale (SAS),End of treatment,mean (95% CI),41.64 (37.76; 45.52),16.0,not_reported,not_reported,not_reported,Pair-t test,0.040,not_reported,Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),Baseline,mean (95% CI),45.73 (43.21; 48.26),46.0,not_reported,not_reported,not_reported,not_reported,not_reported,acupuncture group (verum + sham),Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,SAS score,mood,self-rating anxiety scale (SAS),End of treatment,mean (95% CI),39.18 (36.46; 41.91),46.0,not_reported,not_reported,not_reported,Pair-t test,0.000,acupuncture group (verum + sham),Migraine without aura (MwoA)
39368604,VA1,Verum Acupuncture Group 1 (VA1),verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,mean (95% CI),42.41 (34.55; 50.27),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA1,Verum Acupuncture Group 1 (VA1),verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,mean (95% CI),41.93 (33.11; 50.75),11.0,not_reported,not_reported,not_reported,Pair-t test,0.832,not_reported,Migraine without aura (MwoA)
39368604,VA2,Verum Acupuncture Group 2 (VA2),verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,mean (95% CI),50.86 (45.14; 56.59),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA2,Verum Acupuncture Group 2 (VA2),verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,mean (95% CI),43.86 (36.67; 51.05),11.0,not_reported,not_reported,not_reported,Pair-t test,0.071,not_reported,Migraine without aura (MwoA)
39368604,VA3,Verum Acupuncture Group 3 (VA3),verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,mean (95% CI),43.90 (36.43; 51.38),13.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,VA3,Verum Acupuncture Group 3 (VA3),verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,mean (95% CI),38.92 (32.31; 45.53),13.0,not_reported,not_reported,not_reported,Pair-t test,0.070,not_reported,Migraine without aura (MwoA)
39368604,SA,Sham Acupuncture Group (SA),sham_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,mean (95% CI),44.27 (37.41; 51.14),11.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,SA,Sham Acupuncture Group (SA),sham_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,mean (95% CI),37.34 (30.69; 43.98),11.0,not_reported,not_reported,not_reported,Pair-t test,0.118,not_reported,Migraine without aura (MwoA)
39368604,WT,Waiting-list group (WT),waitlist,SDS score,mood,self-rating depression scale (SDS),Baseline,mean (95% CI),47.34 (42.48; 52.21),16.0,not_reported,not_reported,not_reported,not_reported,not_reported,subjects completed two MRI scans with completed MRI data,Migraine without aura (MwoA)
39368604,WT,Waiting-list group (WT),waitlist,SDS score,mood,self-rating depression scale (SDS),End of treatment,mean (95% CI),41.25 (35.99; 46.51),16.0,not_reported,not_reported,not_reported,Pair-t test,0.065,not_reported,Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),Baseline,mean (95% CI),45.30 (42.03; 48.57),46.0,not_reported,not_reported,not_reported,not_reported,not_reported,acupuncture group (verum + sham),Migraine without aura (MwoA)
39368604,AG,Acupuncture Group (AG) [verum + sham merged],verum_acupuncture,SDS score,mood,self-rating depression scale (SDS),End of treatment,mean (95% CI),40.45 (37.14; 43.75),46.0,not_reported,not_reported,not_reported,Pair-t test,0.003,acupuncture group (verum + sham),Migraine without aura (MwoA)
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,UPDRS II score,function,"UPDRS II (Unified Parkinson's Disease Rating Scale, part II)",Pre-treatment,mean ± SD,12.64 ± 5.98,14.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,UPDRS II score,function,"UPDRS II (Unified Parkinson's Disease Rating Scale, part II)",Post-treatment,mean ± SD,9.00 ± 4.40,14.0,"T-value = 3.40, P = 0.005",not_reported,not_reported,paired-sample t-test,0.005,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,UPDRS II score,function,UPDRS II,Pre-treatment,mean ± SD,11.09 ± 6.58,11.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,UPDRS II score,function,UPDRS II,Post-treatment,mean ± SD,12.27 ± 7.90,11.0,"T-value = -1.44, P = 0.179",not_reported,not_reported,paired-sample t-test,0.179,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,UPDRS II score,function,UPDRS II,Pre-treatment,mean ± SD,11.25 ± 4.58,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,UPDRS II score,function,UPDRS II,Post-treatment,mean ± SD,10.33 ± 5.28,12.0,"T-value = 1.08, P = 0.303",not_reported,not_reported,paired-sample t-test,0.303,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,UPDRS III score,symptom_severity,"UPDRS III (Unified Parkinson's Disease Rating Scale, part III)",Pre-treatment,mean ± SD,26.00 ± 15.07,14.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,UPDRS III score,symptom_severity,UPDRS III,Post-treatment,mean ± SD,21.64 ± 13.68,14.0,"T-value = 2.96, P = 0.011",not_reported,not_reported,paired-sample t-test,0.011,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,UPDRS III score,symptom_severity,UPDRS III,Pre-treatment,mean ± SD,24.36 ± 14.07,11.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,UPDRS III score,symptom_severity,UPDRS III,Post-treatment,mean ± SD,26.73 ± 14.03,11.0,"T-value = -1.88, P = 0.090",not_reported,not_reported,paired-sample t-test,0.090,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,UPDRS III score,symptom_severity,UPDRS III,Pre-treatment,mean ± SD,19.50 ± 8.49,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,UPDRS III score,symptom_severity,UPDRS III,Post-treatment,mean ± SD,19.25 ± 9.21,12.0,"T-value = 0.29, P = 0.777",not_reported,not_reported,paired-sample t-test,0.777,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,Tremor score,symptom_severity,UPDRS III tremor score (items 20 and 21),Pre-treatment,mean ± SD,1.17 ± 0.52,14.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,Tremor score,symptom_severity,UPDRS III tremor score (items 20 and 21),Post-treatment,mean ± SD,0.85 ± 0.43,14.0,"T-value = 6.19, P = 0.000",not_reported,not_reported,paired-sample t-test,0.000,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,Tremor score,symptom_severity,UPDRS III tremor score (items 20 and 21),Pre-treatment,mean ± SD,1.12 ± 0.62,11.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,Tremor score,symptom_severity,UPDRS III tremor score (items 20 and 21),Post-treatment,mean ± SD,1.31 ± 0.69,11.0,"T-value = -3.75, P = 0.004",not_reported,not_reported,paired-sample t-test,0.004,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,Tremor score,symptom_severity,UPDRS III tremor score (items 20 and 21),Pre-treatment,mean ± SD,0.92 ± 0.49,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,Tremor score,symptom_severity,UPDRS III tremor score (items 20 and 21),Post-treatment,mean ± SD,0.90 ± 0.47,12.0,"T-value = 0.19, P = 0.851",not_reported,not_reported,paired-sample t-test,0.851,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,Rigidity score,symptom_severity,UPDRS III rigidity score (item 22),Pre-treatment,mean ± SD,0.89 ± 0.82,14.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,Rigidity score,symptom_severity,UPDRS III rigidity score (item 22),Post-treatment,mean ± SD,0.76 ± 0.79,14.0,"T-value = 1.26, P = 0.229",not_reported,not_reported,paired-sample t-test,0.229,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,Rigidity score,symptom_severity,UPDRS III rigidity score (item 22),Pre-treatment,mean ± SD,0.71 ± 0.72,11.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,Rigidity score,symptom_severity,UPDRS III rigidity score (item 22),Post-treatment,mean ± SD,0.80 ± 0.64,11.0,"T-value = -1.46, P = 0.176",not_reported,not_reported,paired-sample t-test,0.176,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,Rigidity score,symptom_severity,UPDRS III rigidity score (item 22),Pre-treatment,mean ± SD,0.52 ± 0.54,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,Rigidity score,symptom_severity,UPDRS III rigidity score (item 22),Post-treatment,mean ± SD,0.50 ± 0.53,12.0,"T-value = 0.43, P = 0.674",not_reported,not_reported,paired-sample t-test,0.674,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,Hypokinesia score,symptom_severity,"UPDRS III hypokinesia score (items 23, 24, 25, 26, 31)",Pre-treatment,mean ± SD,0.84 ± 0.75,14.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,Hypokinesia score,symptom_severity,"UPDRS III hypokinesia score (items 23, 24, 25, 26, 31)",Post-treatment,mean ± SD,0.71 ± 0.77,14.0,"T-value = 1.85, P = 0.087",not_reported,not_reported,paired-sample t-test,0.087,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,Hypokinesia score,symptom_severity,"UPDRS III hypokinesia score (items 23, 24, 25, 26, 31)",Pre-treatment,mean ± SD,0.85 ± 0.53,11.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,Hypokinesia score,symptom_severity,"UPDRS III hypokinesia score (items 23, 24, 25, 26, 31)",Post-treatment,mean ± SD,0.91 ± 0.52,11.0,"T-value = -0.69, P = 0.506",not_reported,not_reported,paired-sample t-test,0.506,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,Hypokinesia score,symptom_severity,"UPDRS III hypokinesia score (items 23, 24, 25, 26, 31)",Pre-treatment,mean ± SD,0.56 ± 0.32,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,Hypokinesia score,symptom_severity,"UPDRS III hypokinesia score (items 23, 24, 25, 26, 31)",Post-treatment,mean ± SD,0.58 ± 0.30,12.0,"T-value = -0.39, P = 0.701",not_reported,not_reported,paired-sample t-test,0.701,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,PIGD score,symptom_severity,"UPDRS III postural instability/gait disorder (PIGD) score (items 27, 28, 29, 30)",Pre-treatment,mean ± SD,0.88 ± 0.45,14.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,TAG,true acupuncture group (TAG),verum_acupuncture,PIGD score,symptom_severity,"UPDRS III postural instability/gait disorder (PIGD) score (items 27, 28, 29, 30)",Post-treatment,mean ± SD,0.82 ± 0.36,14.0,"T-value = 0.90, P = 0.385",not_reported,not_reported,paired-sample t-test,0.385,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,PIGD score,symptom_severity,"UPDRS III postural instability/gait disorder (PIGD) score (items 27, 28, 29, 30)",Pre-treatment,mean ± SD,0.82 ± 0.66,11.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,WG,waiting group (WG),waitlist,PIGD score,symptom_severity,"UPDRS III postural instability/gait disorder (PIGD) score (items 27, 28, 29, 30)",Post-treatment,mean ± SD,0.82 ± 0.63,11.0,"T-value = 0.00, P = 1.000",not_reported,not_reported,paired-sample t-test,1.000,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,PIGD score,symptom_severity,"UPDRS III postural instability/gait disorder (PIGD) score (items 27, 28, 29, 30)",Pre-treatment,mean ± SD,0.79 ± 0.58,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Parkinson's disease with tremor
39468590,SAG,sham acupuncture group (SAG),sham_acupuncture,PIGD score,symptom_severity,"UPDRS III postural instability/gait disorder (PIGD) score (items 27, 28, 29, 30)",Post-treatment,mean ± SD,0.75 ± 0.62,12.0,"T-value = 0.69, P = 0.504",not_reported,not_reported,paired-sample t-test,0.504,not_reported,Parkinson's disease with tremor
39543627,arm_MWoA,MWoA patients,verum_acupuncture,VAS scores,pain,visual analogue scale (VAS),before treatment,mean ± SD,5.5 ± 1.3,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,MWoA patients,Migraine without aura (MWoA)
39543627,arm_MWoA,MWoA patients,verum_acupuncture,VAS scores,pain,visual analogue scale (VAS),after treatment,mean ± SD,2.7 ± 0.7,12.0,significant decrease (P < 0.05) after 4 weeks acupuncture treatment,not_reported,not_reported,paired t-test,P < 0.05,MWoA patients,Migraine without aura (MWoA)
39543627,arm_MWoA,MWoA patients,verum_acupuncture,Frequency of migraine attacks (times/month),symptom_severity,not_reported,before treatment,mean ± SD,4.5 ± 1.1,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,MWoA patients,Migraine without aura (MWoA)
39543627,arm_MWoA,MWoA patients,verum_acupuncture,Frequency of migraine attacks (times/month),symptom_severity,not_reported,after treatment,mean ± SD,1.9 ± 0.7,12.0,significant decrease (P < 0.05) after 4 weeks acupuncture treatment,not_reported,not_reported,paired t-test,P < 0.05,MWoA patients,Migraine without aura (MWoA)
